invoiceTypeId,invoiceItemSeqId,invoiceDate,invoiceId,partyDetails,partyId,itemDescription,productId,quantity,Unit,price,amount
SALES_INVOICE,3,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Jaivik Khad 40 Kg,PB0002,4,Pcs.,480,1920
SALES_INVOICE,4,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Tricho 1 Kg,PB0019,6,Pcs.,92.81,556.86
SALES_INVOICE,5,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Fluorescens 1 Kg,PB0021,6,Pcs.,92.81,556.86
SALES_INVOICE,6,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali PSB 1 LTR,PB0001,4,Pcs.,190,760
SALES_INVOICE,7,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Patanjali Bio Potash 1 LTR,PB0017,4,Pcs.,190,760
SALES_INVOICE,8,2019-06-21 00:00:000,HRD/19-20/107,PATANJALI FARMER SAMRIDHI PROGRAMME,CP0052,Metarhizium Culture Broth,PB0534,4,Ltr.,152.25,609
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/108,PBRI CHHATISHGARH,CP0118,Patanjali PSB 1 LTR,PB0001,100,BOX,2280,228000
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/108,PBRI CHHATISHGARH,CP0118,Patanjali Bio Potash 1 LTR,PB0017,100,BOX,2400,240000
SALES_INVOICE,3,2019-06-22 00:00:000,HRD/19-20/108,PBRI CHHATISHGARH,CP0118,Patanjali Jaivik PROM 40 Kg,PB0914,360,Pcs.,640,230400
SALES_INVOICE,4,2019-06-22 00:00:000,HRD/19-20/108,PBRI CHHATISHGARH,CP0118,Patanjali Poshak 05 Kg,PB0004,500,Pcs.,300,150000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/109,PBRI RAJ BRANCH,CP0126,Patanjali PSB 1 LTR,PB0001,100,BOX,2280,228000
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/109,PBRI RAJ BRANCH,CP0126,Patanjali Bio Potash 1 LTR,PB0017,100,BOX,2400,240000
SALES_INVOICE,3,2019-06-22 00:00:000,HRD/19-20/109,PBRI RAJ BRANCH,CP0126,Patanjali Jaivik PROM 40 Kg,PB0914,330,Pcs.,640,211200
SALES_INVOICE,4,2019-06-22 00:00:000,HRD/19-20/109,PBRI RAJ BRANCH,CP0126,Patanjali Poshak 05 Kg,PB0004,500,Pcs.,300,150000
SALES_INVOICE,5,2019-06-22 00:00:000,HRD/19-20/109,PBRI RAJ BRANCH,CP0126,Patanjali Bio NPK 1 LTR,PB0104,100,BOX,1827,182700
SALES_INVOICE,1,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali Poshak 05 Kg,PB0004,4500,Kgs.,40,180000
SALES_INVOICE,2,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali Nemakill 1 Kg,PB0022,50,BOX,964.32,48216
SALES_INVOICE,3,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali Fluorescens 1 Kg,PB0021,30,BOX,1060.68,31820.4
SALES_INVOICE,4,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali Bio NPK 1 LTR,PB0104,30,BOX,1827,54810
SALES_INVOICE,5,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali PSB 1 LTR,PB0001,5,BOX,2171.4,10857
SALES_INVOICE,6,2019-04-18 00:00:000,HRD/19-20/11,Patanjali Bio Research Guj,CP0002,Patanjali Bio Potash 1 LTR,PB0017,5,BOX,2400,12000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/110,Patanjali Bio Research MH,CP0003,Patanjali Jaivik Khad 40 Kg,PB0002,230,Pcs.,480,110400
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/110,Patanjali Bio Research MH,CP0003,Jaivik Premix Powder F2 for PROM,PB0879,10000,Kgs.,33,330000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/111,Patanjali Bio Research Guj,CP0002,Jaivik Premix Powder F2 for PROM,PB0879,11200,Kgs.,33,369600
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/111,Patanjali Bio Research Guj,CP0002,PSB Culture broth,PB0092,3000,Ltr.,104.76,314280
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/112,Swami Beej Bhandar Ratia HR,CP0155,Patanjali Tricho 1 Kg,PB0019,3,BOX,1113.72,3341.16
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/112,Swami Beej Bhandar Ratia HR,CP0155,Patanjali Fluorescens 1 Kg,PB0021,3,BOX,1113.72,3341.16
SALES_INVOICE,3,2019-06-22 00:00:000,HRD/19-20/112,Swami Beej Bhandar Ratia HR,CP0155,Patanjali Jaivik PROM 40 Kg,PB0914,100,Pcs.,640,64000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/113,New Kisan Seed Store.Tohana,CP0111,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/113,New Kisan Seed Store.Tohana,CP0111,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/114,"Setia Beej Bhandar, Ellenabad, Sirsa, Ha",CP0146,Patanjali Jaivik PROM 40 Kg,PB0914,100,Pcs.,640,64000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/115,"PAREEK PESTICIDE STORE, SURATGARH",CP0113,Patanjali Jaivik PROM 40 Kg,PB0914,10,Pcs.,640,6400
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/115,"PAREEK PESTICIDE STORE, SURATGARH",CP0113,Patanjali Poshak 05 Kg,PB0004,20,Pcs.,300,6000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/116,SHRI BALAJI PESTICIDES BHATIWALA,CP0149,Patanjali Jaivik PROM 40 Kg,PB0914,30,Pcs.,640,19200
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/116,SHRI BALAJI PESTICIDES BHATIWALA,CP0149,Patanjali Poshak 05 Kg,PB0004,50,Pcs.,300,15000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/117,ARUN ENTERPRISES JAITSAR RJ,CP0074,Patanjali Jaivik PROM 40 Kg,PB0914,50,Pcs.,640,32000
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/117,ARUN ENTERPRISES JAITSAR RJ,CP0074,Patanjali Poshak 05 Kg,PB0004,10,Pcs.,300,3000
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/118,AGRO BUSINESS AGRI CLINIC INNOVT SRIG RJ,CP0069,Patanjali Jaivik PROM 40 Kg,PB0914,100,Pcs.,640,64000
SALES_INVOICE,2,2019-06-22 00:00:000,HRD/19-20/118,AGRO BUSINESS AGRI CLINIC INNOVT SRIG RJ,CP0069,Patanjali Jaivik PROM 10 Kg.,PB1337,5,Bag,170,850
SALES_INVOICE,3,2019-06-22 00:00:000,HRD/19-20/118,AGRO BUSINESS AGRI CLINIC INNOVT SRIG RJ,CP0069,Patanjali Bio NPK 1 LTR,PB0104,2,BOX,1827,3654
SALES_INVOICE,1,2019-06-22 00:00:000,HRD/19-20/119,VADERA FERTILIZERS,CP0157,Patanjali Poshak 05 Kg,PB0004,20,Pcs.,300,6000
SALES_INVOICE,1,2019-04-22 00:00:000,HRD/19-20/12,"Prakash Khad Bhandar, Bisauli, UP",CP0132,Patanjali Jaivik PROM 40 Kg,PB0914,125,Pcs.,640,80000
SALES_INVOICE,2,2019-04-22 00:00:000,HRD/19-20/12,"Prakash Khad Bhandar, Bisauli, UP",CP0132,Patanjali PSB 1 LTR,PB0001,2,BOX,2171.4,4342.8
SALES_INVOICE,3,2019-04-22 00:00:000,HRD/19-20/12,"Prakash Khad Bhandar, Bisauli, UP",CP0132,Sita Kit (25 Set of Soil Test Kit),PB0730,1,Pcs.,1356,1356
SALES_INVOICE,1,2019-06-24 00:00:000,HRD/19-20/120,"AGRAWAL JAIVIK KRISHI SEWA KENDRA,GUNA",CP0068,Patanjali Jaivik PROM 40 Kg,PB0914,370,Pcs.,640,236800
SALES_INVOICE,1,2019-06-24 00:00:000,HRD/19-20/121,PBRI Pvt. ltd. Branch MP,CP0122,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,252,Pcs.,2117.81,533688.12
SALES_INVOICE,1,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali PSB 1 LTR,PB0001,13,BOX,2280,29640
SALES_INVOICE,2,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali Tricho 1 Kg,PB0019,36,BOX,1113.72,40093.92
SALES_INVOICE,3,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali Jaivik PROM 40 Kg,PB0914,295,Pcs.,640,188800
SALES_INVOICE,4,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali Poshak 05 Kg,PB0004,300,Pcs.,300,90000
SALES_INVOICE,5,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali Jaivik Poshak 01 Kg,PB1486,120,Pcs.,70,8400
SALES_INVOICE,6,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,1,Pcs.,2117.8,2117.8
SALES_INVOICE,7,2019-06-24 00:00:000,HRD/19-20/122,"Roop Singh Hukam Singh,S/D mainpuri UP",CP0141,Patanjali Jaivik PROM 10 Kg.,PB1337,72,Bag,170,12240
SALES_INVOICE,1,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Jaivik PROM 40 Kg,PB0914,30,Pcs.,640,19200
SALES_INVOICE,2,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Jaivik PROM 10 Kg.,PB1337,10,Bag,170,1700
SALES_INVOICE,3,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Poshak 05 Kg,PB0004,100,Pcs.,300,30000
SALES_INVOICE,4,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,5,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,6,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Patanjali Nemakill 1 Kg,PB0022,2,BOX,1012.56,2025.12
SALES_INVOICE,7,2019-06-24 00:00:000,HRD/19-20/123,"Andata Organic, Saharanpu, UP",CP0072,Soil Test Kit (50 Set )-Dharti Ka Doctor,PB1100,1,Pcs.,2117.8,2117.8
SALES_INVOICE,1,2019-06-24 00:00:000,HRD/19-20/124,PBRI RAJ BRANCH,CP0126,Patanjali PSB 1 LTR,PB0001,100,BOX,2280,228000
SALES_INVOICE,2,2019-06-24 00:00:000,HRD/19-20/124,PBRI RAJ BRANCH,CP0126,Patanjali Bio Potash 1 LTR,PB0017,50,BOX,2400,120000
SALES_INVOICE,3,2019-06-24 00:00:000,HRD/19-20/124,PBRI RAJ BRANCH,CP0126,Patanjali Jaivik PROM 40 Kg,PB0914,250,Pcs.,640,160000
SALES_INVOICE,4,2019-06-24 00:00:000,HRD/19-20/124,PBRI RAJ BRANCH,CP0126,Patanjali Jaivik Khad 40 Kg,PB0002,150,Pcs.,480,72000
SALES_INVOICE,5,2019-06-24 00:00:000,HRD/19-20/124,PBRI RAJ BRANCH,CP0126,Patanjali Bio NPK 1 LTR,PB0104,100,BOX,1827,182700
SALES_INVOICE,1,2019-06-25 00:00:000,HRD/19-20/125,"Gill Trading Company,sirsa",CP0085,Patanjali Jaivik PROM 40 Kg,PB0914,50,Pcs.,640,32000
SALES_INVOICE,1,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Jaivik PROM 40 Kg,PB0914,150,Pcs.,640,96000
SALES_INVOICE,2,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Nemakill 1 Kg,PB0022,5,BOX,1012.56,5062.8
SALES_INVOICE,3,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,4,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,5,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Suraksha 1 Kg,PB0020,10,BOX,1113.72,11137.2
SALES_INVOICE,6,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Bio Potash 1 LTR,PB0017,5,BOX,2280,11400
SALES_INVOICE,7,2019-06-25 00:00:000,HRD/19-20/126,"ROCKY AGRO NEEDS,FATEHABAD,HARYANA",CP0062,Patanjali Bio NPK 1 LTR,PB0104,5,BOX,1827,9135
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/127,"Maa Vaishno Traders,Warud,Amravati (MH)",CP0105,Patanjali Jaivik PROM 40 Kg,PB0914,300,Pcs.,640,192000
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/127,"Maa Vaishno Traders,Warud,Amravati (MH)",CP0105,Patanjali Jaivik Khad 40 Kg,PB0002,50,Pcs.,480,24000
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/127,"Maa Vaishno Traders,Warud,Amravati (MH)",CP0105,Patanjali Jaivik Poshak 01 Kg,PB1486,5,Pcs.,60,300
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/128,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Jaivik PROM 40 Kg,PB0914,580,Pcs.,640,371200
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/128,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Jaivik Khad 40 Kg,PB0002,200,Pcs.,480,96000
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/128,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Poshak 05 Kg,PB0004,600,Pcs.,300,180000
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/129,"Jaldharti KSK,Chandur Bazar,Amrawati (MH",CP0089,Patanjali Jaivik PROM 40 Kg,PB0914,500,Pcs.,640,320000
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/129,"Jaldharti KSK,Chandur Bazar,Amrawati (MH",CP0089,Patanjali Jaivik Khad 40 Kg,PB0002,100,Pcs.,480,48000
SALES_INVOICE,1,2019-04-22 00:00:000,HRD/19-20/13,Organic Crop Care,CP0054,Bio Culture,PB0427,5000,Ltr.,104.76,523800
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/130,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali PSB 1 LTR,PB0001,35,BOX,2280,79800
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/130,PBRI Pvt. Ltd. Punjab Branch,CP0061,Patanjali Jaivik PROM 40 Kg,PB0914,245,Pcs.,640,156800
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/131,"Zimidara Pesticides, Abohar PB",CP0160,Patanjali Tricho 1 Kg,PB0019,50,BOX,1113.72,55686
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/131,"Zimidara Pesticides, Abohar PB",CP0160,Patanjali Fluorescens 1 Kg,PB0021,50,BOX,1113.72,55686
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/131,"Zimidara Pesticides, Abohar PB",CP0160,Patanjali Suraksha 1 Kg,PB0020,15,BOX,1113.72,16705.8
SALES_INVOICE,4,2019-06-26 00:00:000,HRD/19-20/131,"Zimidara Pesticides, Abohar PB",CP0160,Patanjali Nemakill 1 Kg,PB0022,20,BOX,1012.56,20251.2
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/132,"ZIMIDARA AGRO SERVICE, GUNNO PB",CP0159,Patanjali Tricho 1 Kg,PB0019,25,BOX,1113.72,27843
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/132,"ZIMIDARA AGRO SERVICE, GUNNO PB",CP0159,Patanjali Fluorescens 1 Kg,PB0021,25,BOX,1113.72,27843
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/132,"ZIMIDARA AGRO SERVICE, GUNNO PB",CP0159,Patanjali Suraksha 1 Kg,PB0020,10,BOX,1113.72,11137.2
SALES_INVOICE,4,2019-06-26 00:00:000,HRD/19-20/132,"ZIMIDARA AGRO SERVICE, GUNNO PB",CP0159,Patanjali Nemakill 1 Kg,PB0022,10,BOX,1012.56,10125.6
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/133,"RAJIV AGRO CHEMICALS, FAZILKA PUNJAB",CP0138,Patanjali Tricho 1 Kg,PB0019,20,BOX,1113.72,22274.4
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/133,"RAJIV AGRO CHEMICALS, FAZILKA PUNJAB",CP0138,Patanjali Fluorescens 1 Kg,PB0021,20,BOX,1113.72,22274.4
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/133,"RAJIV AGRO CHEMICALS, FAZILKA PUNJAB",CP0138,Patanjali Suraksha 1 Kg,PB0020,10,BOX,1113.72,11137.2
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/134,"Jain Brothers, SADIQ",CP0088,Patanjali Tricho 1 Kg,PB0019,5,BOX,1113.72,5568.6
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/134,"Jain Brothers, SADIQ",CP0088,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/134,"Jain Brothers, SADIQ",CP0088,Patanjali Suraksha 1 Kg,PB0020,15,BOX,1113.72,16705.8
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/135,"UTTAM KISAN BAZAR, KOTKAPURA, Faridkot",CP0156,Patanjali Tricho 1 Kg,PB0019,5,BOX,1113.72,5568.6
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/135,"UTTAM KISAN BAZAR, KOTKAPURA, Faridkot",CP0156,Patanjali Fluorescens 1 Kg,PB0021,15,BOX,1113.72,16705.8
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/135,"UTTAM KISAN BAZAR, KOTKAPURA, Faridkot",CP0156,Patanjali Suraksha 1 Kg,PB0020,15,BOX,1113.72,16705.8
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/136,Roshanlal & Sons Mandi Killianwali PJ,CP0142,Patanjali Tricho 1 Kg,PB0019,15,BOX,1113.72,16705.8
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/136,Roshanlal & Sons Mandi Killianwali PJ,CP0142,Patanjali Fluorescens 1 Kg,PB0021,15,BOX,1113.72,16705.8
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/136,Roshanlal & Sons Mandi Killianwali PJ,CP0142,Patanjali Nemakill 1 Kg,PB0022,10,BOX,1012.56,10125.6
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/137,GALHOTRA PESTICIDES & FERT GURUHARSAI PB,CP0083,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/137,GALHOTRA PESTICIDES & FERT GURUHARSAI PB,CP0083,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/137,GALHOTRA PESTICIDES & FERT GURUHARSAI PB,CP0083,Patanjali Suraksha 1 Kg,PB0020,10,BOX,1113.72,11137.2
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/138,R L TRADING CO. GIDDERBAHA PB,CP0135,Patanjali Tricho 1 Kg,PB0019,10,BOX,1113.72,11137.2
SALES_INVOICE,2,2019-06-26 00:00:000,HRD/19-20/138,R L TRADING CO. GIDDERBAHA PB,CP0135,Patanjali Fluorescens 1 Kg,PB0021,10,BOX,1113.72,11137.2
SALES_INVOICE,3,2019-06-26 00:00:000,HRD/19-20/138,R L TRADING CO. GIDDERBAHA PB,CP0135,Patanjali Suraksha 1 Kg,PB0020,10,BOX,1113.72,11137.2
SALES_INVOICE,1,2019-06-26 00:00:000,HRD/19-20/139,"SAHARA TRADERS, MALOUT PUNJAB",CP0143,Patanjali Tricho 1 Kg,PB0019,20,BOX,1113.72,22274.4
